neighborhood,year,month,time_category,population,area_sq_km,population_density,income,crime_count,electric_index,date,ntl_mean,n_pixels,n_non_na_pixels,prop_non_na_pixels,is_downtown,expected_crime
Fairview,2014,4,night,22169,2.54506,8710.60014302217,0.7336506451612903,79,101.7,2014-04-01,9.08585071563721,42,42,1,0,80.87162334640479
Fairview,2014,5,day,21793,2.4141,9027.380804440578,0.7111999999999999,106,101.7,2014-05-01,7.88823175430298,42,42,1,0,57.998058693054816
Fairview,2014,5,night,25135,2.81687,8923.024491723081,0.710785294117647,94,101.7,2014-05-01,7.88823175430298,42,42,1,0,86.8118678052718
Fairview,2014,6,day,19682,2.40279,8191.310934372126,0.7110085185185185,96,101.7,2014-06-01,NA,NA,NA,NA,0,53.14360383824853
Fairview,2014,6,night,20099,2.34141,8584.14374244579,0.7190329629629629,73,101.7,2014-06-01,NA,NA,NA,NA,0,84.3353968133433
Fairview,2014,7,day,21102,2.48762,8482.806859568584,0.7402178571428571,100,101.7,2014-07-01,7.34695386886597,42,42,1,0,57.645469487527514
Fairview,2014,7,night,23923,2.72727,8771.775438442106,0.7021472727272727,90,101.7,2014-07-01,7.34695386886597,42,42,1,0,90.26687918339807
Fairview,2014,8,day,22012,2.51108,8765.949312646351,0.7128717857142857,95,101.7,2014-08-01,7.21594285964966,42,42,1,0,60.649403043192905
Fairview,2014,8,night,23150,2.55445,9062.616218755506,0.713037,102,101.7,2014-08-01,7.21594285964966,42,42,1,0,94.95033154151967
Fairview,2014,9,day,20548,2.40434,8546.212266152043,0.6860834615384616,93,101.7,2014-09-01,7.5859546661377,42,42,1,0,55.96209685235782
Fairview,2014,9,night,25286,2.79644,9042.21081088813,0.7023497058823529,134,101.7,2014-09-01,7.5859546661377,42,42,1,0,89.66237790061652
Fairview,2014,10,day,20624,2.36963,8703.468473981171,0.709226923076923,54,101.7,2014-10-01,7.46295881271362,42,42,1,0,57.342337916402705
Fairview,2014,10,night,27500,2.89031,9514.55034235082,0.6910844736842106,104,101.7,2014-10-01,7.46295881271362,42,42,1,0,94.9263155411654
Fairview,2014,11,day,16957,1.96818,8615.573778821043,0.714575238095238,53,101.7,2014-11-01,7.64383411407471,42,42,1,0,51.1408854175628
Fairview,2014,11,night,21323,2.5078,8502.67166440705,0.7184382142857143,96,101.7,2014-11-01,7.64383411407471,42,42,1,0,76.42839982879306
Fairview,2014,12,day,19352,2.36083,8197.117115590703,0.69359125,45,101.7,2014-12-01,6.99507570266724,42,42,1,0,47.28481869132198
Fairview,2014,12,night,21681,2.47919,8745.195003206692,0.736301724137931,82,101.7,2014-12-01,6.99507570266724,42,42,1,0,76.39156495473668
Fairview,2015,1,day,15684,1.90556,8230.651357081384,0.7200752380952381,49,101.7,2015-01-01,5.63560056686401,42,42,1,0,51.61541921445193
Fairview,2015,1,night,24434,2.69026,9082.39352330258,0.69485625,101,101.7,2015-01-01,5.63560056686401,42,42,1,0,86.25035463291184
Fairview,2015,2,day,17553,2.01007,8732.53170287602,0.71272,47,101.7,2015-02-01,7.44997787475586,42,42,1,0,49.38961677639661
Fairview,2015,2,night,24795,2.69208,9210.350361059107,0.7220972727272728,81,101.7,2015-02-01,7.44997787475586,42,42,1,0,78.88364273567963
Fairview,2015,3,day,19128,2.24845,8507.193844648535,0.718875,75,101.7,2015-03-01,7.64265060424805,42,42,1,0,53.81883081612071
Fairview,2015,3,night,22733,2.53882,8954.15980652429,0.7056926666666666,73,101.7,2015-03-01,7.64265060424805,42,42,1,0,85.78040494540109
Fairview,2015,4,day,19837,2.30466,8607.343382537987,0.7051044,60,107.7,2015-04-01,7.63524866104126,42,42,1,0,54.64878747683425
Fairview,2015,4,night,26822,2.86742,9354.053469669598,0.7202618918918919,83,107.7,2015-04-01,7.63524866104126,42,42,1,0,89.9345509412094
Fairview,2015,5,day,20734,2.52943,8197.10369529894,0.7145632142857142,94,107.7,2015-05-01,8.00677871704102,42,42,1,0,54.536939550815504
Fairview,2015,5,night,21449,2.564,8365.444617784711,0.7397257142857143,87,107.7,2015-05-01,8.00677871704102,42,42,1,0,84.28197099864266
Fairview,2015,6,day,21956,2.49438,8802.187317088816,0.7170014285714286,100,107.7,2015-06-01,NA,NA,NA,NA,0,59.13802770078578
Fairview,2015,6,night,22464,2.5773800000000002,8715.827700998689,0.7142896666666667,78,107.7,2015-06-01,NA,NA,NA,NA,0,88.67479380690794
Fairview,2015,7,day,22127,2.50018,8850.162788279244,0.7018928571428571,86,107.7,2015-07-01,7.43045949935913,42,42,1,0,62.28098900403827
Fairview,2015,7,night,24565,2.74994,8932.922172847408,0.7099132352941177,91,107.7,2015-07-01,7.43045949935913,42,42,1,0,95.19477520048517
Fairview,2015,8,day,20823,2.41054,8638.313406954458,0.7047346428571428,94,107.7,2015-08-01,6.85904264450073,42,42,1,0,61.89209332640992
Fairview,2015,8,night,20760,2.5110200000000003,8267.556610461086,0.7243174074074074,81,107.7,2015-08-01,6.85904264450073,42,42,1,0,89.7012951164892
Fairview,2015,9,day,19230,2.28919,8400.351215932273,0.7230328,75,107.7,2015-09-01,6.57599496841431,42,42,1,0,56.96346345944354
Fairview,2015,9,night,20933,2.51188,8333.598738793255,0.7239903448275862,64,107.7,2015-09-01,6.57599496841431,42,42,1,0,85.57498850677409
Fairview,2015,10,day,19044,2.31998,8208.691454236674,0.7068304166666667,54,107.7,2015-10-01,6.8288950920105,42,42,1,0,56.00613547586447
Fairview,2015,10,night,27306,2.95714,9233.921965141995,0.6992489189189189,102,107.7,2015-10-01,6.8288950920105,42,42,1,0,95.40325576985603
Fairview,2015,11,day,18073,2.26239,7988.454687299714,0.7192528,48,107.7,2015-11-01,6.74735021591187,42,42,1,0,49.10497030021787
Fairview,2015,11,night,24027,2.58614,9290.680318930918,0.7166790322580645,80,107.7,2015-11-01,6.74735021591187,42,42,1,0,86.48195814347561
Fairview,2015,12,day,16934,2.1843,7752.5980863434515,0.7013277272727273,59,107.7,2015-12-01,3.80851459503174,42,42,1,0,46.311249360783414
Fairview,2015,12,night,26367,2.73786,9630.514343319235,0.6965681081081081,100,107.7,2015-12-01,3.80851459503174,42,42,1,0,87.11722459869016
Fairview,2016,1,day,14225,2.00524,7093.913945462887,0.7391670588235294,43,107.7,2016-01-01,5.80230474472046,42,42,1,0,46.65609742182166
Fairview,2016,1,night,24781,2.67568,9261.570890390482,0.6896163636363636,116,107.7,2016-01-01,5.80230474472046,42,42,1,0,92.24067441420796
Fairview,2016,2,day,15104,1.80792,8354.351962476216,0.726972,51,107.6,2016-02-01,4.81331872940063,42,42,1,0,49.55477325440153
Fairview,2016,2,night,25156,2.72644,9226.683880811606,0.6960214705882353,103,107.6,2016-02-01,4.81331872940063,42,42,1,0,82.8769362368767
Fairview,2016,3,day,15455,2.04949,7540.900419128661,0.7459484210526316,63,107.7,2016-03-01,8.98031330108643,42,42,1,0,50.03205897751428
Fairview,2016,3,night,24321,2.67582,9089.176402000136,0.7256439393939393,91,107.7,2016-03-01,8.98031330108643,42,42,1,0,91.31981507779673
Fairview,2016,4,day,16339,2.1453700000000002,7615.935712720882,0.7150765,69,112.2,2016-04-01,8.33763313293457,42,42,1,0,50.712136864927906
Fairview,2016,4,night,19404,2.17655,8915.026073372997,0.677875,80,112.2,2016-04-01,8.33763313293457,42,42,1,0,89.89314608354243
Fairview,2016,5,day,18245,2.19725,8303.56126976903,0.7245016666666667,93,112.3,2016-05-01,7.24175071716309,42,42,1,0,57.93912985534702
Fairview,2016,5,night,25108,2.74799,9136.860032241748,0.7065690909090909,99,112.3,2016-05-01,7.24175071716309,42,42,1,0,96.54279481924802
Fairview,2016,6,day,14770,1.7929,8238.050086452116,0.6936547368421052,62,112.2,2016-06-01,NA,NA,NA,NA,0,58.04674855891618
Fairview,2016,6,night,20615,2.40047,8587.90153594921,0.6873057692307692,81,112.2,2016-06-01,NA,NA,NA,NA,0,91.63383177741756
Fairview,2016,7,day,22268,2.42951,9165.634222538702,0.7007855172413793,67,112.3,2016-07-01,7.20133304595947,42,42,1,0,67.6462931071441
Fairview,2016,7,night,22995,2.62529,8759.032335475318,0.6818206666666666,85,112.3,2016-07-01,7.20133304595947,42,42,1,0,97.89329169776191
Fairview,2016,8,day,18681,2.32316,8041.202500043044,0.6983416666666666,56,112.3,2016-08-01,7.36082935333252,42,42,1,0,60.42330190906208
Fairview,2016,8,night,24267,2.6625900000000002,9114.058116345363,0.7008672727272727,65,112.3,2016-08-01,7.36082935333252,42,42,1,0,103.70759661665446
Fairview,2016,9,day,17846,2.32134,7687.801011484746,0.7711130434782608,66,112.2,2016-09-01,6.57471418380737,42,42,1,0,54.67368128269035
Fairview,2016,9,night,20674,2.45631,8416.690075764052,0.6916957692307693,79,112.2,2016-09-01,6.57471418380737,42,42,1,0,90.64270130569325
Fairview,2016,10,day,16498,2.15668,7649.720867258934,0.7514919047619047,42,112.3,2016-10-01,6.80043697357178,42,42,1,0,54.73744265102689
Fairview,2016,10,night,19616,2.3770700000000002,8252.175998182636,0.7166392307692308,66,112.3,2016-10-01,6.80043697357178,42,42,1,0,89.4175400082403
Fairview,2016,11,day,18434,2.30286,8004.828778128067,0.7257860869565217,47,112.2,2016-11-01,6.043288230896,42,42,1,0,51.60502152751346
Fairview,2016,11,night,19132,2.08129,9192.375882265325,0.7081352,67,112.2,2016-11-01,6.043288230896,42,42,1,0,89.73936918369763
Fairview,2016,12,day,14319,2.03896,7022.697845960686,0.730027,50,112.3,2016-12-01,6.10164833068848,42,42,1,0,43.996735224298796
Fairview,2016,12,night,22780,2.52286,9029.434847752154,0.6968527586206896,84,112.3,2016-12-01,6.10164833068848,42,42,1,0,85.66281808572238
Fairview,2017,1,day,14271,1.94194,7348.836730280029,0.7386383333333333,30,112.3,2017-01-01,9.29957008361816,42,42,1,0,45.9139711331389
Fairview,2017,1,night,19564,2.20538,8871.033563376834,0.7209503846153846,54,112.3,2017-01-01,9.29957008361816,42,42,1,0,83.92972527609322
Fairview,2017,2,day,17656,2.20188,8018.602285319817,0.7278204761904762,42,112.1,2017-02-01,7.89615774154663,42,42,1,0,45.183010454992306
Fairview,2017,2,night,19874,2.34052,8491.275443063934,0.7082788,62,112.1,2017-02-01,7.89615774154663,42,42,1,0,72.45439597645019
Fairview,2017,3,day,18278,2.30197,7940.155605850641,0.7178616666666666,44,112.3,2017-03-01,9.3730001449585,42,42,1,0,50.04468366521364
Fairview,2017,3,night,20068,2.39488,8379.543025120256,0.7088246153846154,71,112.3,2017-03-01,9.3730001449585,42,42,1,0,79.97690456428799
Fairview,2017,4,day,20051,2.33932,8571.294222252622,0.7278083333333333,62,115.2,2017-04-01,8.27172756195068,42,42,1,0,54.217415264142616
Fairview,2017,4,night,21604,2.23202,9679.124739025636,0.673795172413793,69,115.2,2017-04-01,8.27172756195068,42,42,1,0,92.71367885619529
Fairview,2017,5,day,19203,2.41814,7941.227555062982,0.7196096153846153,71,115.3,2017-05-01,8.6802806854248,42,42,1,0,52.637951512246346
Fairview,2017,5,night,21466,2.5458600000000002,8431.728374694601,0.7446325,62,115.3,2017-05-01,8.6802806854248,42,42,1,0,84.63368823499674
Fairview,2017,6,day,22157,2.47151,8964.964738156026,0.7144839285714285,65,115.2,2017-06-01,NA,NA,NA,NA,0,60.007539616532334
Fairview,2017,6,night,19967,2.4668900000000002,8093.996894875733,0.7293518518518518,79,115.2,2017-06-01,NA,NA,NA,NA,0,82.04187728004955
Fairview,2017,7,day,18247,2.27836,8008.83091346407,0.6926469565217391,62,115.3,2017-07-01,7.94003534317017,42,42,1,0,56.15059607201753
Fairview,2017,7,night,24439,2.67254,9144.484273387863,0.709606875,79,115.3,2017-07-01,7.94003534317017,42,42,1,0,97.08671006977832
Fairview,2017,8,day,21853,2.52019,8671.171618012928,0.7001334482758621,65,115.3,2017-08-01,7.3164496421814,42,42,1,0,61.8963446012555
Fairview,2017,8,night,25330,2.82469,8967.355709830106,0.7172605882352941,87,115.3,2017-08-01,7.3164496421814,42,42,1,0,96.93194748916187
Fairview,2017,9,day,18822,2.10657,8934.903658553952,0.707004,60,115.2,2017-09-01,7.10983514785767,42,42,1,0,60.362861864579486
Fairview,2017,9,night,24225,2.6095,9283.387622149836,0.7199616129032258,70,115.2,2017-09-01,7.10983514785767,42,42,1,0,94.97334919236091
Fairview,2017,10,day,21204,2.4421,8682.691126489497,0.7188757142857143,69,115.3,2017-10-01,8.0487756729126,42,42,1,0,59.01970461330241
Fairview,2017,10,night,20141,2.43815,8260.771486577938,0.7092655555555556,65,115.3,2017-10-01,8.0487756729126,42,42,1,0,85.0312589874782
Fairview,2017,11,day,19323,2.34742,8231.590426936807,0.73648875,45,115.2,2017-11-01,5.4464054107666,42,42,1,0,50.41124635092967
Fairview,2017,11,night,25675,2.73475,9388.42673004845,0.7202097058823529,85,115.2,2017-11-01,5.4464054107666,42,42,1,0,87.06664780774238
Fairview,2017,12,day,17717,2.30272,7693.944552529183,0.6861582608695652,48,115.3,2017-12-01,6.53727722167969,42,42,1,0,45.78985673432001
Fairview,2017,12,night,25077,2.74632,9131.128200646684,0.7152214705882353,75,115.3,2017-12-01,6.53727722167969,42,42,1,0,82.2924503075683
Fairview,2018,1,day,19122,2.2316000000000003,8568.739917547946,0.7186034782608696,53,115.3,2018-01-01,7.95851135253906,42,42,1,0,54.017827758442714
Fairview,2018,1,night,27678,2.90696,9521.286842612213,0.6913351351351351,92,115.3,2018-01-01,7.95851135253906,42,42,1,0,90.89314375284673
Fairview,2018,2,day,15009,2.08959,7182.748768897249,0.6847552631578947,51,115.1,2018-02-01,7.08263969421387,42,42,1,0,40.83768013681274
Fairview,2018,2,night,20902,2.42172,8631.055613365706,0.6949472413793103,78,115.1,2018-02-01,7.08263969421387,42,42,1,0,74.31040406678878
Fairview,2018,3,day,18037,2.22203,8117.352150961057,0.7245131818181818,57,115.3,2018-03-01,8.91440486907959,42,42,1,0,51.62228433034129
Fairview,2018,3,night,26008,2.85923,9096.155258583603,0.7128222857142857,87,115.3,2018-03-01,8.91440486907959,42,42,1,0,87.59836837297773
Fairview,2018,4,day,15576,2.07093,7521.258564992539,0.728156,63,118.7,2018-04-01,8.41799163818359,42,42,1,0,48.00393309714028
Fairview,2018,4,night,19399,2.39105,8113.172037389431,0.695598076923077,62,118.7,2018-04-01,8.41799163818359,42,42,1,0,78.41376538823003
Fairview,2018,5,day,16794,2.11328,7946.88824954573,0.714906,75,118.8,2018-05-01,7.88737344741821,42,42,1,0,53.149886479898726
Fairview,2018,5,night,20599,2.44416,8427.844330976695,0.71507,65,118.8,2018-05-01,7.88737344741821,42,42,1,0,85.35659097367473
Fairview,2018,6,day,20979,2.34746,8936.89349339286,0.6857166666666666,70,118.7,2018-06-01,NA,NA,NA,NA,0,60.35839926337042
Fairview,2018,6,night,23034,2.63061,8756.144012225303,0.7068339393939393,73,118.7,2018-06-01,NA,NA,NA,NA,0,89.55283689503734
Fairview,2018,7,day,18543,2.22132,8347.739182107936,0.7209958333333333,80,118.8,2018-07-01,7.84575748443604,42,42,1,0,59.053822475111545
Fairview,2018,7,night,20999,2.40814,8720.007972958383,0.7085107142857143,76,118.8,2018-07-01,7.84575748443604,42,42,1,0,93.4138659451221
Fairview,2018,8,day,19555,2.38456,8200.674338242694,0.7271684,68,118.8,2018-08-01,5.83170604705811,42,42,1,0,59.065064450920175
Fairview,2018,8,night,24865,2.73539,9090.111464909938,0.7093012121212121,81,118.8,2018-08-01,5.83170604705811,42,42,1,0,99.14381954125628
Fairview,2018,9,day,16696,2.18647,7636.052632782522,0.7262740909090909,57,118.7,2018-09-01,7.14674758911133,42,42,1,0,52.05263960112315
Fairview,2018,9,night,23712,2.69224,8807.535732326984,0.7066145454545455,77,118.7,2018-09-01,7.14674758911133,42,42,1,0,90.91668230586394
Fairview,2018,10,day,19504,2.40784,8100.205993753737,0.6998551851851852,61,118.8,2018-10-01,7.44725465774536,42,42,1,0,55.55621367384833
Fairview,2018,10,night,21623,2.45981,8790.51634069298,0.6988462068965517,64,118.8,2018-10-01,7.44725465774536,42,42,1,0,91.29905509100455
Fairview,2018,11,day,17324,2.1992,7877.409967260823,0.7016125,48,118.7,2018-11-01,6.53817272186279,42,42,1,0,48.676688605216995
Fairview,2018,11,night,23768,2.66292,8925.540384239857,0.7143529032258065,68,118.7,2018-11-01,6.53817272186279,42,42,1,0,83.51941012860065
Fairview,2018,12,day,12608,1.87308,6731.159373865505,0.70204,30,118.8,2018-12-01,7.09836864471436,42,42,1,0,40.42071603076391
Fairview,2018,12,night,18651,2.2803,8179.186949085647,0.6696192,51,118.8,2018-12-01,7.09836864471436,42,42,1,0,74.37715890411938
Fairview,2019,1,day,16493,2.07052,7965.631821957769,0.6859561904761905,42,118.8,2019-01-01,6.05295085906982,42,42,1,0,54.41220123533981
Fairview,2019,1,night,21671,2.47862,8743.17160355359,0.7295927586206896,91,118.8,2019-01-01,6.05295085906982,42,42,1,0,90.43996590775774
Fairview,2019,2,day,18498,2.44251,7573.356915631871,0.7108266666666667,52,118.6,2019-02-01,8.05533790588379,42,42,1,0,46.65677575508244
Fairview,2019,2,night,20038,2.463,8135.606983353634,0.7484553846153846,56,118.6,2019-02-01,8.05533790588379,42,42,1,0,75.8982181481171
Fairview,2019,3,day,20591,2.47881,8306.808508921618,0.7048881481481482,81,118.8,2019-03-01,8.52731609344482,42,42,1,0,57.24175523922373
Fairview,2019,3,night,26312,2.85788,9206.824639243074,0.686308,77,118.8,2019-03-01,8.52731609344482,42,42,1,0,96.0735714672303
Fairview,2019,4,day,19678,2.46739,7975.228885583552,0.6961838461538461,91,120.9,2019-04-01,9.12641620635986,42,42,1,0,55.15506116781845
Fairview,2019,4,night,26543,2.8785,9221.122112211222,0.7039505405405405,84,120.9,2019-04-01,9.12641620635986,42,42,1,0,96.56979487651903
Fairview,2019,5,day,17288,2.26065,7647.358060734744,0.7493065217391305,79,120.9,2019-05-01,7.92271661758423,42,42,1,0,55.420772133959446
Fairview,2019,5,night,24131,2.70987,8904.855214456782,0.7203134375,79,120.9,2019-05-01,7.92271661758423,42,42,1,0,97.72447159291423
Fairview,2019,6,day,21184,2.50365,8461.24657999321,0.697585,68,120.9,2019-06-01,NA,NA,NA,NA,0,61.921489521392914
Fairview,2019,6,night,21159,2.4451,8653.633798208662,0.7304533333333333,72,120.9,2019-06-01,NA,NA,NA,NA,0,95.90050125439599
Fairview,2019,7,day,16169,2.14487,7538.452213887089,0.7303725,63,120.9,2019-07-01,7.66335391998291,42,42,1,0,57.78528249564478
Fairview,2019,7,night,23255,2.62228,8868.236801562,0.719389375,70,120.9,2019-07-01,7.66335391998291,42,42,1,0,102.94082792543688
Fairview,2019,8,day,20047,2.37437,8443.08174378888,0.6867646153846154,82,120.9,2019-08-01,7.41270637512207,42,42,1,0,65.89280907733657
Fairview,2019,8,night,25624,2.80144,9146.724541664287,0.7111802857142857,97,120.9,2019-08-01,7.41270637512207,42,42,1,0,108.09807239088941
Fairview,2019,9,day,19744,2.4055400000000002,8207.720511818552,0.7046433333333333,67,120.9,2019-09-01,7.94074058532715,42,42,1,0,60.62507874856853
Fairview,2019,9,night,28379,3.01073,9425.953174147133,0.6930292307692307,110,120.9,2019-09-01,7.94074058532715,42,42,1,0,105.43149268969431
Fairview,2019,10,day,21160,2.23087,9485.08877702421,0.7170941379310345,84,120.9,2019-10-01,7.02294301986694,42,42,1,0,70.4910351384116
Fairview,2019,10,night,25881,2.71163,9544.443747856456,0.7205085714285714,99,120.9,2019-10-01,7.02294301986694,42,42,1,0,107.41339209897934
Fairview,2019,11,day,19534,2.36906,8245.46444581395,0.709345,75,120.9,2019-11-01,9.39142608642578,42,42,1,0,55.20883885606134
Fairview,2019,11,night,25335,2.77672,9124.074447549627,0.7087273529411765,109,120.9,2019-11-01,9.39142608642578,42,42,1,0,92.51190651780581
Fairview,2019,12,day,17700,2.24755,7875.241930101666,0.6869186956521739,51,120.9,2019-12-01,5.93651247024536,42,42,1,0,51.24292895076196
Fairview,2019,12,night,19490,2.35398,8279.5945590022,0.7292416,95,120.9,2019-12-01,5.93651247024536,42,42,1,0,81.5820158728622
Fairview,2020,1,day,18602,2.26381,8217.120694757952,0.7423058333333333,52,120.9,2020-01-01,7.06771278381348,42,42,1,0,45.379667837249336
Fairview,2020,1,night,23968,2.70891,8847.839167783352,0.6963845454545454,74,120.9,2020-01-01,7.06771278381348,42,42,1,0,73.99360508051203
Fairview,2020,2,day,15392,1.73677,8862.42853112387,0.706328947368421,41,120.8,2020-02-01,7.17497682571411,42,42,1,0,44.141249731295055
Fairview,2020,2,night,23508,2.61956,8974.026172334285,0.710659,78,120.8,2020-02-01,7.17497682571411,42,42,1,0,67.6853270444948
Fairview,2020,3,day,18513,2.22613,8316.225916725438,0.70608,59,120.9,2020-03-01,8.59924507141113,42,42,1,0,46.330885653903735
Fairview,2020,3,night,29404,3.05172,9635.222104255961,0.7021185365853658,116,120.9,2020-03-01,8.59924507141113,42,42,1,0,81.28705221455616
Fairview,2020,4,day,20077,2.32767,8625.36356098588,0.7236676923076923,66,119.6,2020-04-01,8.97211742401123,42,42,1,0,48.22644003853002
Fairview,2020,4,night,24709,2.73159,9045.647406821667,0.6719769696969697,96,119.6,2020-04-01,8.97211742401123,42,42,1,0,76.58836018807229
Fairview,2020,5,day,20608,2.37948,8660.71578664246,0.73195,48,119.7,2020-05-01,7.65002632141113,42,42,1,0,50.743511115468785
Fairview,2020,5,night,19096,2.06564,9244.592474971436,0.710446,49,119.7,2020-05-01,7.65002632141113,42,42,1,0,82.02189891216119
Fairview,2020,6,day,17125,2.17134,7886.834857737619,0.6906473913043478,40,119.6,2020-06-01,NA,NA,NA,NA,0,46.66329162198747
Fairview,2020,6,night,19100,2.08605,9156.060497111765,0.7231232,55,119.6,2020-06-01,NA,NA,NA,NA,0,82.03451181478835
Fairview,2020,7,day,22212,2.47284,8982.3846265832,0.6945175,68,119.7,2020-07-01,6.96534538269043,42,42,1,0,55.66629059311916
Fairview,2020,7,night,22455,2.55533,8787.51472412565,0.7269336666666667,57,119.7,2020-07-01,6.96534538269043,42,42,1,0,82.46734664353849
Fairview,2020,8,day,19862,2.3322600000000002,8516.203167742875,0.7033328,58,119.7,2020-08-01,7.56342649459839,42,42,1,0,53.73393210043519
Fairview,2020,8,night,25728,2.84723,9036.150925636495,0.6975537142857143,79,119.7,2020-08-01,7.56342649459839,42,42,1,0,86.33788500272999
Fairview,2020,9,day,19924,2.31535,8605.178482734791,0.6991516,61,119.6,2020-09-01,7.55665111541748,42,42,1,0,51.38723131532256
Fairview,2020,9,night,20754,2.38579,8699.005360907708,0.7179242307692307,70,119.6,2020-09-01,7.55665111541748,42,42,1,0,78.66476615297321
Fairview,2020,10,day,20666,2.39172,8640.64355359323,0.7120903846153847,68,119.7,2020-10-01,6.59130334854126,42,42,1,0,51.916350768870025
Fairview,2020,10,night,21894,2.49805,8764.43626028302,0.7184627586206896,74,119.7,2020-10-01,6.59130334854126,42,42,1,0,79.74388246446533
Fairview,2020,11,day,21390,2.47477,8643.227451439932,0.7012488888888889,57,119.6,2020-11-01,6.96589469909668,42,42,1,0,46.78805717004051
Fairview,2020,11,night,21915,2.54341,8616.385089309233,0.6835348275862069,78,119.6,2020-11-01,6.96589469909668,42,42,1,0,70.63167274251823
Fairview,2020,12,day,13288,1.66011,8004.288872424117,0.7205333333333334,31,119.7,2020-12-01,3.81725907325745,42,42,1,0,42.10739505260749
Fairview,2020,12,night,19717,2.36938,8321.58623774996,0.67514,60,119.7,2020-12-01,3.81725907325745,42,42,1,0,66.29138006682966
Fairview,2021,1,day,11525,1.37388,8388.651119457303,0.7504,30,119.7,2021-01-01,2.60919284820557,42,42,1,0,37.32872396094729
Fairview,2021,1,night,24713,2.62049,9430.678995149761,0.70111625,69,119.7,2021-01-01,2.60919284820557,42,42,1,0,63.54908402632185
Fairview,2021,2,day,16546,2.15338,7683.73440823264,0.7125880952380952,34,119.5,2021-02-01,8.09883594512939,42,42,1,0,30.837104232116463
Fairview,2021,2,night,16625,1.67852,9904.55877797107,0.7054839130434782,40,119.5,2021-02-01,8.09883594512939,42,42,1,0,60.19379135166987
Fairview,2021,3,day,17735,1.99396,8894.360970129792,0.6574079166666666,35,119.7,2021-03-01,8.3439826965332,42,42,1,0,39.92716177105215
Fairview,2021,3,night,20890,2.47398,8443.88394409009,0.6945828571428572,51,119.7,2021-03-01,8.3439826965332,42,42,1,0,57.399917087658714
Fairview,2021,4,day,15823,2.17828,7263.988100703307,0.697323,40,120.1,2021-04-01,8.19888401031494,42,42,1,0,32.72595161053319
Fairview,2021,4,night,16926,1.98793,8514.384309306666,0.7139486956521739,44,120.1,2021-04-01,8.19888401031494,42,42,1,0,58.08790716451312
Fairview,2021,5,day,15054,1.89972,7924.3256901016985,0.7355927777777778,50,120.1,2021-05-01,9.05857276916504,42,42,1,0,37.41092178861699
Fairview,2021,5,night,22635,2.5894,8741.407275816791,0.6996096666666667,59,120.1,2021-05-01,9.05857276916504,42,42,1,0,62.493200731815946
Fairview,2021,6,day,16348,1.94243,8416.262104683308,0.718927,48,120.1,2021-06-01,NA,NA,NA,NA,0,40.12372456746684
Fairview,2021,6,night,22312,2.4427,9134.15482867319,0.7202821428571429,48,120.1,2021-06-01,NA,NA,NA,NA,0,65.9425410406349
Fairview,2021,7,day,18101,2.25526,8026.125590840968,0.6992527272727272,56,120.1,2021-07-01,7.09402322769165,42,42,1,0,40.078914537382985
Fairview,2021,7,night,24276,2.66209,9119.15074246175,0.7057628125,55,120.1,2021-07-01,7.09402322769165,42,42,1,0,68.9572153910618
Fairview,2021,8,day,17220,1.93872,8882.14904679376,0.7431895454545454,46,120.1,2021-08-01,5.87563753128052,42,42,1,0,45.15751450694068
Fairview,2021,8,night,13114,1.57475,8327.671058898237,0.68649,44,120.1,2021-08-01,5.87563753128052,42,42,1,0,64.11370238802265
Fairview,2021,9,day,12107,1.72654,7012.290476907572,0.6823966666666667,34,120.1,2021-09-01,7.70898151397705,42,42,1,0,33.74151662135562
Fairview,2021,9,night,15460,1.68612,9168.979669299932,0.7011455,31,120.1,2021-09-01,7.70898151397705,42,42,1,0,66.80993239182604
Fairview,2021,10,day,11553,1.47638,7825.221149026674,0.7625992857142857,26,120.1,2021-10-01,7.64898586273193,42,42,1,0,37.88471750830483
Fairview,2021,10,night,15797,1.81507,8703.245604852706,0.7027890476190476,33,120.1,2021-10-01,7.64898586273193,42,42,1,0,63.80636350414877
Fairview,2021,11,day,11141,1.56942,7098.800830880197,0.671275,34,120.1,2021-11-01,7.1642165184021,42,42,1,0,30.963741031597255
Fairview,2021,11,night,15191,1.65963,9153.245000391655,0.7038184210526316,35,120.1,2021-11-01,7.1642165184021,42,42,1,0,60.45870536902702
Fairview,2021,12,day,16672,1.75854,9480.591854606662,0.706752,33,120.1,2021-12-01,7.68387937545776,42,42,1,0,40.18652341285935
Fairview,2021,12,night,15133,2.1077500000000002,7179.693986478472,0.720224,43,120.1,2021-12-01,7.68387937545776,42,42,1,0,46.08570560914922
Fairview,2022,1,day,16008,1.9508,8205.864260816075,0.7100238095238095,29,120.1,2022-01-01,4.5648021697998,42,42,1,0,38.765418480271684
Fairview,2022,1,night,19038,2.14104,8891.940365429886,0.69789,48,120.1,2022-01-01,4.5648021697998,42,42,1,0,63.61096885956221
Fairview,2022,2,day,13259,1.90248,6969.324250452042,0.7282623529411765,36,120,2022-02-01,6.54375410079956,42,42,1,0,29.69347671995266
Fairview,2022,2,night,21455,2.42671,8841.188275484092,0.6953403571428571,57,120,2022-02-01,6.54375410079956,42,42,1,0,57.042209618822604
Fairview,2022,3,day,13813,1.90055,7267.896135329247,0.6900011111111111,40,120.1,2022-03-01,8.52093887329102,42,42,1,0,34.63630353383767
