TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2019,7,4,22,20,DUNBAR ST / W 38TH AVE,Dunbar-Southlands,486514.3693,5453901.8916
Theft of Bicycle,2019,9,12,16,0,DUNBAR ST / W 4TH AVE,Kitsilano,486640.7146,5457330.0555
Theft of Bicycle,2019,11,13,23,30,DUNBAR ST / W 8TH AVE,Kitsilano,486631.291,5456954.8321
Theft of Bicycle,2019,3,6,21,13,DUNLEVY AVE / E CORDOVA ST,Strathcona,493064.1838,5458832.4063
Theft of Bicycle,2019,8,31,21,30,DUNLEVY AVE / E HASTINGS ST,Strathcona,493061.1076,5458728.899
Theft of Bicycle,2019,3,17,14,45,DUNLEVY AVE / POWELL ST,Strathcona,493066.9358,5458933.0347
Theft of Bicycle,2019,8,7,17,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.2215
Theft of Bicycle,2019,10,18,14,57,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.2215
Theft of Bicycle,2019,12,2,17,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.2215
Theft of Bicycle,2019,12,12,12,0,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.2215
Theft of Bicycle,2019,3,22,13,30,DUNSMUIR ST / HOMER ST,Central Business District,491747.0364,5458780.8861
Theft of Bicycle,2019,7,15,16,30,E 11TH AVE / MAIN ST,Mount Pleasant,492641.3102,5456488.4108
Theft of Bicycle,2019,7,30,18,15,E 11TH AVE / MAIN ST,Mount Pleasant,492641.3102,5456488.4108
Theft of Bicycle,2019,2,12,18,0,E 11TH AVE / PRINCE EDWARD ST,Mount Pleasant,493002.7823,5456439.5355
Theft of Bicycle,2019,6,21,1,0,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7835,5456386.0248
Theft of Bicycle,2019,8,25,18,0,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3353,5456186.1716
Theft of Bicycle,2019,6,14,6,0,E 15TH AVE / KINGSWAY AVE,Mount Pleasant,493366.2814,5456062.2065
Theft of Bicycle,2019,1,12,13,0,E 15TH AVE / MAIN ST,Mount Pleasant,492636.3567,5456087.2474
Theft of Bicycle,2019,12,29,12,22,E 15TH AVE / MAIN ST,Mount Pleasant,492636.3569,5456087.2477
Theft of Bicycle,2019,3,14,7,30,E 1ST AVE / MAIN ST,Mount Pleasant,492671.827,5457490.2349
Theft of Bicycle,2019,10,14,21,30,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211.3606,5457405.7189
Theft of Bicycle,2019,5,16,22,0,E 25TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495263.9604,5455083.3377
Theft of Bicycle,2019,8,16,6,30,E 29TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495876.1719,5454650.2822
Theft of Bicycle,2019,7,11,23,24,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0682,5457370.5245
Theft of Bicycle,2019,2,18,14,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2019,4,14,19,47,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Theft of Bicycle,2019,4,28,14,30,E 37TH AVE / FRASER ST,Riley Park,493414.7139,5453756.4345
Theft of Bicycle,2019,6,14,18,0,E 5TH AVE / MAIN ST,Mount Pleasant,492661.9542,5457079.0767
Theft of Bicycle,2019,4,23,21,0,E 6TH AVE / SCOTIA ST,Mount Pleasant,492807.9575,5456971.6379
Theft of Bicycle,2019,5,8,23,0,E 7TH AVE / MAIN ST,Mount Pleasant,492652.2311,5456870.0877
Theft of Bicycle,2019,7,30,19,5,E 8TH AVE / KINGSWAY AVE,Mount Pleasant,492715.6297,5456773.6674
Theft of Bicycle,2019,7,30,23,35,E 8TH AVE / KINGSWAY AVE,Mount Pleasant,492715.6297,5456773.6674
Theft of Bicycle,2019,8,16,20,20,E 8TH AVE / KINGSWAY AVE,Mount Pleasant,492715.6297,5456773.6674
Theft of Bicycle,2019,8,13,19,0,E 8TH AVE / WOODLAND DR,Grandview-Woodland,494642.858,5456727.7049
Theft of Bicycle,2019,5,4,15,45,E BROADWAY AVE / FRASER ST,Mount Pleasant,493514.798,5456639.1488
Theft of Bicycle,2019,9,13,16,23,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.8049
Theft of Bicycle,2019,6,25,13,34,E BROADWAY AVE / LAKEWOOD DR,Grandview-Woodland,495486.8305,5456612.5859
Theft of Bicycle,2019,6,18,22,0,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2569,5456688.4972
Theft of Bicycle,2019,8,15,19,0,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2569,5456688.4972
Theft of Bicycle,2019,10,8,9,30,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2569,5456688.4972
Theft of Bicycle,2019,6,16,19,23,E GEORGIA ST / GORE AVE,Strathcona,492939.977,5458424.1007
Theft of Bicycle,2019,10,28,19,26,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Theft of Bicycle,2019,12,15,16,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Theft of Bicycle,2019,8,6,15,23,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.5255
Theft of Bicycle,2019,4,12,13,30,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.3945,5458716.0918
Theft of Bicycle,2019,9,8,15,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3829
Theft of Bicycle,2019,10,7,1,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3829
Theft of Bicycle,2019,4,8,19,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5447,5458714.2743
Theft of Bicycle,2019,4,10,15,20,E HASTINGS ST / SLOCAN ST,Hastings-Sunrise,496411.7736,5458712.862
Theft of Bicycle,2019,9,21,18,0,E HASTINGS ST / VERNON DR,Strathcona,494242.7222,5458709.8363
Theft of Bicycle,2019,6,18,20,40,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Theft of Bicycle,2019,7,6,10,5,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Theft of Bicycle,2019,4,28,17,10,E PENDER ST / PRINCESS AVE,Strathcona,493343.2822,5458612.6881
Theft of Bicycle,2019,8,29,13,0,EAST BLVD / W 41ST AVE,Kerrisdale,488716.9754,5453544.884
Theft of Bicycle,2019,5,15,8,5,EAST BLVD / W 65TH AVE,Marpole,489361.4133,5451072.4942
Theft of Bicycle,2019,4,16,19,25,EXPO BLVD / SMITHE ST,Central Business District,491653.6469,5458119.7105
Theft of Bicycle,2019,8,31,13,28,FIR ST / W 3RD AVE,Fairview,489756.6204,5457349.5733
Theft of Bicycle,2019,8,6,9,0,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.1339,5458521.9531
Theft of Bicycle,2019,7,23,14,0,GORE AVE / KEEFER ST,Strathcona,492931.2258,5458524.6102
Theft of Bicycle,2019,3,27,14,25,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8716,5458390.3172
Theft of Bicycle,2019,11,23,20,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Theft of Bicycle,2019,10,31,23,5,GRANVILLE ST / NELSON ST,Central Business District,491050.9498,5458506.949
Theft of Bicycle,2019,7,14,15,30,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Theft of Bicycle,2019,11,29,18,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Theft of Bicycle,2019,12,27,21,21,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Theft of Bicycle,2019,10,26,22,35,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Theft of Bicycle,2019,5,16,22,0,GRANVILLE ST / W 12TH AVE,Fairview,489908.3964,5456457.6927
Theft of Bicycle,2019,6,15,23,0,GRANVILLE ST / W 53RD AVE,Kerrisdale,489806.5189,5452212.5659
Theft of Bicycle,2019,8,9,22,0,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.7795,5456767.6951
Theft of Bicycle,2019,4,22,16,45,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2273,5458864.9384
Theft of Bicycle,2019,11,19,17,0,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.698,5459179.6513
Theft of Bicycle,2019,6,22,18,30,HAMILTON ST / W GEORGIA ST,Central Business District,491689.9635,5458582.1205
Theft of Bicycle,2019,11,2,14,10,HAMILTON ST / W PENDER ST,Central Business District,491930.3051,5458824.393
Theft of Bicycle,2019,5,16,13,0,HEATHER ST / W 10TH AVE,Fairview,491274.7031,5456625.8367
Theft of Bicycle,2019,3,26,14,0,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.1455
Theft of Bicycle,2019,10,30,19,0,HELMCKEN ST / RICHARDS ST,Central Business District,491077.8876,5458250.0561
Theft of Bicycle,2019,8,31,22,15,HEMLOCK ST / W BROADWAY AVE,Fairview,490098.7494,5456764.0778
Theft of Bicycle,2019,11,25,14,0,HOMER ST / NELSON ST,Central Business District,491264.9057,5458294.9023
Theft of Bicycle,2019,9,6,17,0,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.8293
Theft of Bicycle,2019,3,6,15,25,HOMER ST / W GEORGIA ST,Central Business District,491620.9984,5458653.2413
Theft of Bicycle,2019,8,8,12,0,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Theft of Bicycle,2019,8,11,16,0,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Theft of Bicycle,2019,9,11,10,30,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Theft of Bicycle,2019,4,14,9,30,HORNBY ST / ROBSON ST,Central Business District,491144.6333,5458883.8112
Theft of Bicycle,2019,6,19,20,10,HORNBY ST / ROBSON ST,Central Business District,491144.6333,5458883.8112
Theft of Bicycle,2019,7,11,22,30,HORNBY ST / W GEORGIA ST,Central Business District,491266.1029,5459007.3504
Theft of Bicycle,2019,9,4,8,30,HORNBY ST / W GEORGIA ST,Central Business District,491266.1029,5459007.3504
Theft of Bicycle,2019,9,22,10,10,HORNBY ST / W GEORGIA ST,Central Business District,491266.1029,5459007.3504
Theft of Bicycle,2019,8,19,17,21,HORNBY ST / W HASTINGS ST,Central Business District,491576.8378,5459323.6358
Theft of Bicycle,2019,9,24,13,49,HOWE ST / NELSON ST,Central Business District,490978.3731,5458580.1292
Theft of Bicycle,2019,8,6,19,15,JACKSON AVE / UNION ST,Strathcona,493192.7899,5458315.6458
Theft of Bicycle,2019,9,9,0,0,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384.3166,5453488.0782
Theft of Bicycle,2019,8,29,15,0,JOYCE ST / VANNESS AVE,Renfrew-Collingwood,497681.6365,5453940.9398
Theft of Bicycle,2019,10,19,10,0,JOYCE STATION LOOP / VANNESS AVE,Renfrew-Collingwood,497597.3085,5453998.4955
Theft of Bicycle,2019,1,22,15,0,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.0657
Theft of Bicycle,2019,7,13,22,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Theft of Bicycle,2019,8,14,7,25,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Theft of Bicycle,2019,8,26,10,0,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Theft of Bicycle,2019,10,7,7,30,KINGSWAY AVE / KNIGHT ST,Kensington-Cedar Cottage,494460.094,5455267.252
Theft of Bicycle,2019,7,31,20,30,KINGSWAY AVE / ST CATHERINES ST,Kensington-Cedar Cottage,493768.3299,5455778.8858
Theft of Bicycle,2019,7,14,1,0,LAKEWOOD DR / TRIUMPH ST,Grandview-Woodland,495516.435,5459020.3174
Theft of Bicycle,2019,9,5,6,30,LAUREL ST / W 12TH AVE,Fairview,490872.7995,5456434.5634
Theft of Bicycle,2019,8,19,21,25,MACDONALD ST / W 41ST AVE,Arbutus Ridge,487813.9924,5453563.5837
Theft of Bicycle,2019,7,31,22,30,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft of Bicycle,2019,6,17,13,16,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft of Bicycle,2019,11,27,18,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft of Bicycle,2019,7,31,7,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Theft of Bicycle,2019,8,11,7,30,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Theft of Bicycle,2019,4,25,17,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.5846
Theft of Bicycle,2019,9,7,18,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.5845
Theft of Bicycle,2019,8,11,17,5,MANITOBA ST / W 5TH AVE,Mount Pleasant,492238.2356,5457090.8198
Theft of Bicycle,2019,6,30,1,14,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft of Bicycle,2019,5,1,11,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.7841
Theft of Bicycle,2019,7,19,8,30,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.7841
Theft of Bicycle,2019,8,2,13,31,NATIONAL AVE / STATION ST,Strathcona,492791.7465,5458019.609
Theft of Bicycle,2019,1,20,7,0,NELSON ST / SEYMOUR ST,Central Business District,491125.6598,5458434.4889
Theft of Bicycle,2019,12,9,20,0,NORTHERN ST / WESTERN ST,Strathcona,492771.1906,5457682.0993
Theft of Bicycle,2019,7,12,17,15,OAK ST / W BROADWAY AVE,Fairview,490787.6818,5456745.8162
Theft of Bicycle,2019,9,23,18,45,ONTARIO ST / W 10TH AVE,Mount Pleasant,492366.4345,5456595.0976
Theft of Bicycle,2019,8,30,22,0,PINE ST / W 11TH AVE,Fairview,489562.5972,5456565.4728
Theft of Bicycle,2019,9,3,19,0,QUEBEC ST / TERMINAL AVE,Central Business District,492591.8664,5457814.5756
Theft of Bicycle,2019,10,5,9,45,QUEBEC ST / TERMINAL AVE,Central Business District,492591.8664,5457814.576
Theft of Bicycle,2019,10,3,11,50,RICHARDS ST / W GEORGIA ST,Central Business District,491549.4236,5458724.1668
Theft of Bicycle,2019,7,13,10,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.4238,5458724.1665
Theft of Bicycle,2019,6,15,11,0,RICHARDS ST / W HASTINGS ST,Central Business District,491861.3847,5459038.6987
Theft of Bicycle,2019,6,22,10,30,RICHARDS ST / W HASTINGS ST,Central Business District,491861.3847,5459038.6987
Theft of Bicycle,2019,8,9,10,0,SALSBURY DR / VENABLES ST,Grandview-Woodland,495026.8548,5458212.0268
Theft of Bicycle,2019,11,10,14,20,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.8106,5457578.3293
Theft of Bicycle,2019,6,11,21,30,SASAMAT ST / W 10TH AVE,West Point Grey,484785.3495,5456806.8895
Theft of Bicycle,2019,4,28,0,0,SE MARINE DR / VICTORIA DR,Victoria-Fraserview,495184.6348,5450763.372
Theft of Bicycle,2019,4,9,19,55,SEYMOUR ST / SMITHE ST,Central Business District,491242.0155,5458550.5313
Theft of Bicycle,2019,8,22,0,0,SPYGLASS PL / WHEELHOUSE SQ,Fairview,491612.9108,5457375.0894
Theft of Bicycle,2019,6,18,12,30,STATION ST / TERMINAL AVE,Strathcona,492825.7337,5457754.5891
Theft of Bicycle,2019,3,5,21,0,THURLOW ST / W HASTINGS ST,Central Business District,491292.9819,5459473.5581
Theft of Bicycle,2019,6,17,17,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6734,5456821.6813
Theft of Bicycle,2019,8,14,15,50,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6734,5456821.6813
Theft of Bicycle,2019,10,17,20,57,VINE ST / W 2ND AVE,Kitsilano,488546.4473,5457480.2291
Theft of Bicycle,2019,6,4,10,0,W 10TH AVE / WILLOW ST,Fairview,491135.1011,5456629.0497
Theft of Bicycle,2019,7,20,7,15,W BROADWAY AVE / WILLOW ST,Fairview,491136.8874,5456735.3261
Theft of Bicycle,2019,10,10,13,30,W BROADWAY AVE / WILLOW ST,Fairview,491136.8874,5456735.3261
Theft of Bicycle,2019,11,29,16,0,W BROADWAY AVE / YEW ST,Kitsilano,488701.1795,5456800.2328
Theft of Bicycle,2019,6,23,16,0,W CORDOVA ST / WATER ST,Central Business District,491933.4618,5459112.1543
Theft of Bicycle,2019,9,28,23,45,W CORDOVA ST / WATER ST,Central Business District,491933.4618,5459112.1543
Theft of Bicycle,2019,11,6,19,30,W CORDOVA ST / WATER ST,Central Business District,491933.4618,5459112.1543
Theft of Bicycle,2019,5,28,18,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,7,9,6,22,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,7,15,7,0,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,8,26,19,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,9,10,0,0,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,10,1,14,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,10,3,17,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,12,31,7,47,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft of Bicycle,2019,4,7,12,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2019,5,15,19,25,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2019,5,18,22,12,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2019,1,7,15,50,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Theft of Bicycle,2019,8,28,17,0,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
Theft of Bicycle,2019,9,26,22,0,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
Theft of Bicycle,2019,10,11,6,30,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
Theft of Bicycle,2019,7,26,3,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,8,16,14,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,8,17,6,45,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,9,2,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,9,3,12,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,9,6,9,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,9,6,17,30,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,9,22,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,10,17,16,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,10,20,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,10,20,21,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,11,6,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2019,12,29,6,37,X SMITHE ST,Central Business District,491812.7576,5457976.1075
Theft of Bicycle,2019,4,30,8,55,X W 7TH AVE,Mount Pleasant,492369.664,5456889.0491
Theft of Bicycle,2019,2,22,15,5,X W HASTINGS ST,Central Business District,492412.6782,5458756.6448
Theft of Vehicle,2019,6,8,1,0,10XX BARCLAY ST,West End,490820.7257,5458900.2035
Theft of Vehicle,2019,8,4,9,0,10XX BROUGHTON ST,West End,490247.4903,5459171.3852
Theft of Vehicle,2019,6,1,4,0,10XX BURNABY ST,West End,490513.2643,5458412.646
Theft of Vehicle,2019,8,11,10,30,10XX BURNABY ST,West End,490513.2643,5458412.646
Theft of Vehicle,2019,3,3,2,0,10XX BURRARD ST,West End,490729.8291,5458622.3417
Theft of Vehicle,2019,5,7,16,8,10XX BURRARD ST,West End,490729.8291,5458622.3417
Theft of Vehicle,2019,9,19,9,7,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671
Theft of Vehicle,2019,10,28,11,33,10XX BURRARD ST,West End,490806.2772,5458701.6118
Theft of Vehicle,2019,9,24,20,0,10XX BUTE ST,West End,490530.689,5459016.186
Theft of Vehicle,2019,4,9,18,30,10XX CANADA PL,Central Business District,491493.3778,5459541.9474
Theft of Vehicle,2019,9,3,15,0,10XX COMOX ST,West End,490653.759,5458753.9139
Theft of Vehicle,2019,12,13,12,0,10XX COMOX ST,West End,490746.896,5458647.9492
Theft of Vehicle,2019,7,6,5,30,10XX DAVIE ST,West End,490593.5634,5458492.3451
Theft of Vehicle,2019,12,30,11,40,10XX DENMAN ST,West End,489875.1091,5459583.5524
Theft of Vehicle,2019,10,23,19,0,10XX E 37TH AVE,Kensington-Cedar Cottage,493841.3784,5453744.5584
Theft of Vehicle,2019,12,29,22,30,10XX E 39TH AVE,Kensington-Cedar Cottage,493836.49,5453545.842
Theft of Vehicle,2019,8,23,16,0,10XX E 49TH AVE,Sunset,493819.0331,5452511.1081
Theft of Vehicle,2019,9,30,7,0,10XX E BROADWAY AVE,Mount Pleasant,493996.3052,5456628.7434
Theft of Vehicle,2019,3,25,14,8,10XX E CORDOVA ST,Strathcona,494010.6358,5458796.1862
Theft of Vehicle,2019,12,4,20,0,10XX EXPO BLVD,Central Business District,491511.5237,5457975.6258
Theft of Vehicle,2019,12,16,19,25,10XX GILFORD ST,West End,489763.2041,5459711.6732
Theft of Vehicle,2019,5,9,0,0,10XX HARWOOD ST,West End,490370.0447,5458403.2085
Theft of Vehicle,2019,12,16,17,50,10XX IRONWORK PASS,Fairview,490700.7409,5457244.3324
Theft of Vehicle,2019,11,28,12,49,10XX JERVIS ST,West End,490308.1003,5459032.4422
Theft of Vehicle,2019,1,1,22,0,10XX KELOWNA ST,Hastings-Sunrise,496887.4042,5458041.5096
Theft of Vehicle,2019,7,26,14,30,10XX LAGOON DR,Stanley Park,489317.118,5460043.1044
Theft of Vehicle,2019,7,18,6,15,10XX MALKIN AVE,Strathcona,494001.4798,5457816.8962
Theft of Vehicle,2019,9,15,12,0,10XX MARINASIDE CRES,Central Business District,491400.6061,5457863.2867
Theft of Vehicle,2019,12,1,12,0,10XX NANTON AVE,Shaughnessy,490573.5367,5454844.9387
Theft of Vehicle,2019,10,24,18,30,10XX ODLUM DR,Grandview-Woodland,494475.2132,5458042.4895
Theft of Vehicle,2019,1,30,20,0,10XX PARK DR,Marpole,490523.7323,5451302.8101
Theft of Vehicle,2019,7,31,4,15,10XX RICHARDS ST,Central Business District,491190.6896,5458356.5276
Theft of Vehicle,2019,3,22,11,46,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2019,4,5,9,0,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2019,4,11,14,34,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2019,7,5,0,0,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2019,8,27,5,8,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2019,9,18,19,0,10XX SEYMOUR ST,Central Business District,491035.1506,5458335.9447
Theft of Vehicle,2019,4,27,23,0,10XX SEYMOUR ST,Central Business District,491069.3799,5458383.7871
Theft of Vehicle,2019,8,27,0,0,10XX SW MARINE DR,Marpole,490456.6943,5450204.966
Theft of Vehicle,2019,11,5,15,47,10XX THURLOW ST,West End,490686.7573,5458860.457
Theft of Vehicle,2019,3,24,8,24,10XX VERNON DR,Strathcona,494285.1248,5458125.0513
Theft of Vehicle,2019,6,16,2,0,10XX W 47TH AVE,Oakridge,490632.5166,5452851.6522
Theft of Vehicle,2019,3,8,11,22,11XX BARCLAY ST,West End,490757.2104,5458952.9211
Theft of Vehicle,2019,12,16,19,0,11XX BEACH AVE,West End,490111.1796,5458391.3383
Theft of Vehicle,2019,7,15,17,0,11XX BEACH AVE,West End,490139.8917,5458331.0106
Theft of Vehicle,2019,7,27,13,30,11XX BEACH AVE,West End,490139.8917,5458331.0106
Theft of Vehicle,2019,9,3,18,0,11XX BURNABY ST,West End,490296.6584,5458630.0672
Theft of Vehicle,2019,9,28,11,30,11XX BURNABY ST,West End,490296.6584,5458630.0672
Theft of Vehicle,2019,12,23,10,0,11XX BURRARD ST,Central Business District,490617.7316,5458495.5949
Theft of Vehicle,2019,5,28,19,0,11XX CARDERO ST,West End,489937.5534,5459188.1517
Theft of Vehicle,2019,1,5,18,0,11XX CONNAUGHT DR,Shaughnessy,490402.9437,5454585.0429
Theft of Vehicle,2019,1,12,19,30,11XX DAVIE ST,West End,490360.0777,5458725.7671
Theft of Vehicle,2019,2,3,13,30,11XX DAVIE ST,West End,490360.0777,5458725.7671
Theft of Vehicle,2019,9,10,1,38,11XX DAVIE ST,West End,490417.9352,5458679.8021
Theft of Vehicle,2019,5,9,0,0,11XX DAVIE ST,West End,490449.3018,5458647.8008
Theft of Vehicle,2019,7,7,21,0,11XX E 14TH AVE,Mount Pleasant,494116.4125,5456127.1876
Theft of Vehicle,2019,10,3,13,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Theft of Vehicle,2019,10,13,0,0,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Theft of Vehicle,2019,7,22,22,0,11XX E GEORGIA ST,Strathcona,494090.415,5458385.7974
Theft of Vehicle,2019,5,26,11,0,11XX E HASTINGS ST,Strathcona,494141.1158,5458690.1394
Theft of Vehicle,2019,8,3,12,0,11XX E HASTINGS ST,Strathcona,494228.3417,5458700.3577
Theft of Vehicle,2019,5,3,15,20,11XX GRANVILLE ST,Central Business District,490885.5183,5458332.2084
Theft of Vehicle,2019,8,12,0,30,11XX HAMILTON ST,Central Business District,491150.5316,5458099.9036
Theft of Vehicle,2019,6,17,16,0,11XX HARO ST,West End,490746.6786,5459115.701
Theft of Vehicle,2019,2,22,20,0,11XX HARO ST,West End,490760.8887,5459101.1203
Theft of Vehicle,2019,5,17,12,0,11XX HARO ST,West End,490831.9392,5459028.2168
Theft of Vehicle,2019,4,7,19,43,11XX HOMER ST,Central Business District,491106.4996,5458140.9881
Theft of Vehicle,2019,8,20,21,0,11XX JERVIS ST,West End,490303.9014,5459015.2281
Theft of Vehicle,2019,8,16,22,30,11XX MAXINE LANE,West End,490341.009,5458525.4095
Theft of Vehicle,2019,8,25,22,0,11XX MCLEAN DR,Grandview-Woodland,494587.8778,5458012.8367
Theft of Vehicle,2019,1,29,9,30,11XX MELVILLE ST,Central Business District,491117.6931,5459313.0404
Theft of Vehicle,2019,6,24,15,24,11XX NELSON ST,West End,490676.296,5458872.085
Theft of Vehicle,2019,11,4,20,0,11XX ODLUM DR,Grandview-Woodland,494483.97,5458015.3835
Theft of Vehicle,2019,6,11,23,0,11XX PACIFIC BLVD,Central Business District,491346.1479,5457969.1401
Theft of Vehicle,2019,12,11,3,53,11XX PACIFIC ST,West End,490211.7481,5458402.2204
